name,link,desc,lang,star,fork,updatedAt
"iMeiji / shadowsocks_install","https://github.com/iMeiji/shadowsocks_install","Auto install shadowsocks server，thanks 秋水逸冰","","4267","1284","2018-03-10T14:40:45Z"
"google / bbr","https://github.com/google/bbr","","","3908","487","2019-11-22T21:39:21Z"
"googlehosts / hosts","https://github.com/googlehosts/hosts","镜像：https://coding.net/u/scaffrey/p/hosts/git","","17125","8173","2020-01-08T08:20:12Z"
"jawil / blog","https://github.com/jawil/blog","Too young, too simple. Sometimes, naive & stupid 🐌","JavaScript","7343","909","2019-04-19T08:55:23Z"
"rse / es6-features","https://github.com/rse/es6-features","ECMAScript 6: Feature Overview & Comparison","HTML","5845","1022","2019-07-01T10:57:16Z"
"lukehoban / es6features","https://github.com/lukehoban/es6features","Overview of ECMAScript 6 features","","27210","2641","2019-07-13T06:41:11Z"
"MoePlayer / APlayer","https://github.com/MoePlayer/APlayer","🍭 Wow, such a beautiful HTML5 music player","JavaScript","4425","729","2020-01-08T02:14:31Z"
"j4mie / paris","https://github.com/j4mie/paris","A lightweight Active Record implementation for PHP5, built on top of Idiorm.","PHP","1019","144","2017-03-21T02:15:26Z"
"btmills / geopattern","https://github.com/btmills/geopattern","Generate beautiful SVG patterns","JavaScript","1458","161","2019-11-02T04:09:21Z"
"andersao / l5-repository","https://github.com/andersao/l5-repository","Laravel 5 - Repositories to abstract the database layer","PHP","3414","725","2019-12-23T11:37:53Z"
"bosnadev / repository","https://github.com/bosnadev/repository","Laravel Repositories is a package for Laravel 5 which is used to abstract the database layer. This makes applications much easier to maintain.","PHP","774","183","2019-10-26T12:21:46Z"
"barryvdh / laravel-ide-helper","https://github.com/barryvdh/laravel-ide-helper","Laravel IDE Helper","PHP","9304","866","2020-01-08T21:33:51Z"
"jacurtis / laravel-blog-tutorial","https://github.com/jacurtis/laravel-blog-tutorial","Follow along with how we built this blog using Laravel on YouTube. Read the Readme for more details. Watch it here:","PHP","265","134","2018-09-15T07:40:08Z"
"html5rocks / www.html5rocks.com","https://github.com/html5rocks/www.html5rocks.com","....a top-notch resource for web developers","HTML","2136","799","2019-11-26T00:59:46Z"
"gfxfundamentals / webgl-fundamentals","https://github.com/gfxfundamentals/webgl-fundamentals","WebGL lessons that start with the basics","HTML","2187","324","2020-01-08T07:34:16Z"
"jshint / jshint","https://github.com/jshint/jshint","JSHint is a tool that helps to detect errors and potential problems in your JavaScript code","JavaScript","8305","1690","2020-01-05T01:13:22Z"
"kenwheeler / slick","https://github.com/kenwheeler/slick","the last carousel you'll ever need","JavaScript","24982","5098","2020-01-04T07:04:45Z"
"scala-js / scala-js","https://github.com/scala-js/scala-js","Scala.js, the Scala to JavaScript compiler","Scala","3801","335","2020-01-08T15:48:39Z"
"ryanmcdermott / clean-code-javascript","https://github.com/ryanmcdermott/clean-code-javascript","🛁 Clean Code concepts adapted for JavaScript","JavaScript","28600","3327","2020-01-02T17:47:11Z"
"leizongmin / js-xss","https://github.com/leizongmin/js-xss","Sanitize untrusted HTML (to prevent XSS) with a configuration specified by a Whitelist","HTML","3269","432","2019-12-27T00:57:03Z"
"lyfeyaj / sublime-text-imfix","https://github.com/lyfeyaj/sublime-text-imfix","Fix Sublime Text 3 Input method problem (CJK words) under Ubuntu","C","983","216","2019-01-08T12:19:44Z"
"impress / impress.js","https://github.com/impress/impress.js","It's a presentation framework based on the power of CSS3 transforms and transitions in modern browsers and inspired by the idea behind prezi.com.","JavaScript","35447","6860","2019-12-07T09:40:19Z"
"gitalk / gitalk","https://github.com/gitalk/gitalk","Gitalk is a modern comment component based on Github Issue and Preact.","JavaScript","3842","367","2019-12-13T01:25:42Z"
"infernojs / inferno","https://github.com/infernojs/inferno","🔥 An extremely fast, React-like JavaScript library for building modern user interfaces","JavaScript","14125","641","2019-12-09T22:57:28Z"
"lifesinger / blog","https://github.com/lifesinger/blog","岁月如歌","HTML","5421","759","2018-12-26T06:06:04Z"
"phodal / fed","https://github.com/phodal/fed","Ebook of Frontend.《我的职业是前端工程师》姐妹篇《前端进阶指南》","HTML","55","11","2017-10-23T23:35:58Z"
"Idnan / bash-guide","https://github.com/Idnan/bash-guide","A guide to learn bash","","9337","842","2019-10-16T11:37:14Z"
"jlevy / the-art-of-command-line","https://github.com/jlevy/the-art-of-command-line","Master the command line, in one page","","67147","7637","2019-12-23T15:37:41Z"
"domnikl / DesignPatternsPHP","https://github.com/domnikl/DesignPatternsPHP","sample code for several design patterns in PHP 7.4","PHP","18271","3942","2020-01-01T17:26:58Z"
"nzakas / understandinges6","https://github.com/nzakas/understandinges6","Content for the ebook ""Understanding ECMAScript 6""","","5072","785","2019-12-06T06:16:25Z"
"geeeeeeeeek / git-recipes","https://github.com/geeeeeeeeek/git-recipes","🥡 Git recipes in Chinese by Zhongyi Tong. 高质量的Git中文教程.","","12602","3151","2019-03-04T17:51:32Z"
"yeasy / docker_practice","https://github.com/yeasy/docker_practice","Learn and understand Docker technologies, with real DevOps practice!","Go","15878","4422","2020-01-09T09:09:50Z"
"evilsocket / dnssearch","https://github.com/evilsocket/dnssearch","A subdomain enumeration tool.","Go","791","112","2017-07-21T18:33:09Z"
"jakiestfu / Medium.js","https://github.com/jakiestfu/Medium.js","A tiny JavaScript library for making contenteditable beautiful (Like Medium's editor)","JavaScript","4398","454","2016-06-27T19:41:36Z"
"DirectoryLister / DirectoryLister","https://github.com/DirectoryLister/DirectoryLister","A simple PHP based directory lister that lists a directory and all it's sub-directories and allows you to navigate there within.","PHP","777","380","2020-01-09T07:14:15Z"
"pixijs / pixi.js","https://github.com/pixijs/pixi.js","The HTML5 Creation Engine: Create beautiful digital content with the fastest, most flexible 2D WebGL renderer.","JavaScript","28235","3962","2020-01-09T09:45:53Z"
"ryanhanwu / How-To-Ask-Questions-The-Smart-Way","https://github.com/ryanhanwu/How-To-Ask-Questions-The-Smart-Way","本文原文由知名 Hacker Eric S. Raymond 所撰寫，教你如何正確的提出技術問題並獲得你滿意的答案。","JavaScript","9584","2636","2019-10-15T19:50:37Z"
"ivmm / Student-resources","https://github.com/ivmm/Student-resources","本文介绍的是利用学生身份可以享受到的相关学生优惠权益，但也希望各位享受权利的同时不要忘记自己的义务，不要售卖、转手自己的学生优惠资格，使得其他同学无法受益。","","2542","273","2019-08-08T11:11:31Z"
"posativ / isso","https://github.com/posativ/isso","a Disqus alternative","Python","3826","349","2019-12-30T22:06:08Z"
"dowsnature / dowsDNS","https://github.com/dowsnature/dowsDNS","快速翻跃中国防火墙","Python","983","273","2018-10-05T17:27:08Z"
"phpredis / phpredis","https://github.com/phpredis/phpredis","A PHP extension for Redis","C","8060","1950","2020-01-08T02:10:12Z"
"ellekasai / resumecards","https://github.com/ellekasai/resumecards","[Unmaintained] A Markdown based resume generator. It looks great on mobile/desktop and can be saved as PDF.","HTML","692","223","2018-07-16T06:12:52Z"
"getify / You-Dont-Know-JS","https://github.com/getify/You-Dont-Know-JS","A book series on JavaScript. @YDKJS on twitter.","","114214","22879","2020-01-07T03:19:34Z"
"jackmoore / colorbox","https://github.com/jackmoore/colorbox","A light-weight, customizable lightbox plugin for jQuery","JavaScript","4783","1208","2019-01-31T17:56:04Z"
"imsun / gitment","https://github.com/imsun/gitment","A comment system based on GitHub Issues.","JavaScript","3649","355","2018-08-10T20:36:41Z"
"jiacai2050 / gooreplacer","https://github.com/jiacai2050/gooreplacer","⚡️⚡️A Firefox/Chrome extension to modify HTTP requests :-)","JavaScript","694","95","2019-11-26T12:47:03Z"
"kbrsh / moon","https://github.com/kbrsh/moon","🌙 The minimal & fast UI library","JavaScript","4834","209","2020-01-07T05:42:06Z"
"TIGERB / easy-php","https://github.com/TIGERB/easy-php","A Faster Lightweight Full-Stack PHP Framework 🚀","PHP","722","131","2019-11-20T15:17:41Z"
"pizn / eevee","https://github.com/pizn/eevee","基于 github page 的在线编辑 blog 平台","JavaScript","155","27","2016-02-04T07:26:41Z"
"TIGERB / easy-tips","https://github.com/TIGERB/easy-tips","A little Tips in my Code Career with PHP&Go 🐘","PHP","2052","602","2019-12-08T14:48:26Z"
"alphayang / awesome-web","https://github.com/alphayang/awesome-web","awesome web 列表","","180","18","2017-03-10T08:15:32Z"
"enbandari / Kotlin-Tutorials","https://github.com/enbandari/Kotlin-Tutorials","【Kotlin 视频教程】国内资料较少，我录制了一套视频作为抛砖引玉~","Kotlin","3456","513","2019-11-25T06:42:01Z"
"Polymer / polymer","https://github.com/Polymer/polymer","Our original Web Component library.","HTML","21331","2023","2020-01-08T22:45:16Z"
"waylau / books-collection","https://github.com/waylau/books-collection","To the programmer's open source and free books collection 给程序员的开源、免费书籍收集，图书集合。","","1682","420","2019-05-08T14:04:37Z"
"521xueweihan / git-tips","https://github.com/521xueweihan/git-tips","Git的奇技淫巧","","11240","2396","2019-10-26T11:28:07Z"
"Wscats / articles","https://github.com/Wscats/articles","🔖My Learning Notes and Memories - 分享我的学习片段和与你的回忆","Lua","2785","747","2019-12-12T00:45:01Z"
"lufficc / Xblog","https://github.com/lufficc/Xblog","A powerful and responsive blog system powered by laravel 5.5.","PHP","924","221","2019-07-31T16:39:26Z"
"ckwongloy / ckwongloy.github.io","https://github.com/ckwongloy/ckwongloy.github.io","Personal Homepage and Blog.","HTML","4","1","2018-08-27T15:40:46Z"
"AlloVince / EvaThumber","https://github.com/AlloVince/EvaThumber","A light-weight url based image transformation php library","PHP","555","194","2019-04-02T09:49:35Z"
"http-party / http-server","https://github.com/http-party/http-server","a simple zero-configuration command-line http server","JavaScript","9066","1061","2020-01-08T15:34:43Z"
"RubyLouvre / avalon","https://github.com/RubyLouvre/avalon","an elegant efficient express mvvm framework","JavaScript","5492","1456","2019-03-11T15:06:57Z"
"aruhier / gnome-terminal-colors-solarized","https://github.com/aruhier/gnome-terminal-colors-solarized","Solarized Gnome Terminal colors, based on http://ethanschoonover.com/solarized","Shell","1876","401","2019-06-11T22:42:20Z"
"johnpapa / angular-styleguide","https://github.com/johnpapa/angular-styleguide","Angular Style Guide: A starting point for Angular development teams to provide consistency through good practices.","","24206","4473","2019-09-12T08:30:20Z"
"tightenco / jigsaw","https://github.com/tightenco/jigsaw","Simple static sites with Laravel's Blade","PHP","1352","139","2020-01-08T15:57:56Z"
"jfilter / Sublime-Text-Plugins-for-Frontend-Web-Development","https://github.com/jfilter/Sublime-Text-Plugins-for-Frontend-Web-Development","📝 A Collection of Plugins for Frontend Web Development","","1131","67","2018-05-19T17:06:51Z"
"Huxpro / js-module-7day","https://github.com/Huxpro/js-module-7day","Slides: JavaScript Modularization Journey","JavaScript","585","103","2019-11-02T04:19:16Z"
"knockout / knockout","https://github.com/knockout/knockout","Knockout makes it easier to create rich, responsive UIs with JavaScript","JavaScript","9670","1547","2019-12-18T22:27:10Z"
"xufei / blog","https://github.com/xufei/blog","my personal blog","","6508","805","2015-11-22T13:52:43Z"
"mmistakes / minimal-mistakes","https://github.com/mmistakes/minimal-mistakes","📐 Jekyll theme for building a personal site, blog, project documentation, or portfolio.","CSS","6013","10119","2020-01-08T13:57:29Z"
"mmistakes / made-mistakes-jekyll","https://github.com/mmistakes/made-mistakes-jekyll","👻 Source for my website and blog (Jekyll + Gulp + Netlify)","CSS","419","201","2020-01-01T01:15:26Z"
"shadowsocks / shadowsocks-libev","https://github.com/shadowsocks/shadowsocks-libev","libev port of shadowsocks","C","12865","5369","2020-01-07T23:35:17Z"
"nolanlawson / marky","https://github.com/nolanlawson/marky","High-resolution JavaScript timer based on performance.mark/measure (461 bytes min+gz)","JavaScript","1031","37","2018-10-29T02:26:06Z"
"fouber / blog","https://github.com/fouber/blog","没事写写文章，喜欢的话请点star，想订阅点watch，千万别fork！","","20219","2306","2019-11-12T05:28:36Z"
"leanklass / leanreact","https://github.com/leanklass/leanreact","精益 react 学习指南","","380","100","2016-09-03T23:46:42Z"
"beautify-web / js-beautify","https://github.com/beautify-web/js-beautify","Beautifier for javascript","JavaScript","6554","1149","2019-12-30T08:39:01Z"
"algolia / algoliasearch-client-css","https://github.com/algolia/algoliasearch-client-css","Algolia Search API Client for CSS","JavaScript","64","1","2017-11-27T16:58:35Z"
"Alvin9999 / new-pac","https://github.com/Alvin9999/new-pac","科学/自由上网，免费ss/ssr/v2ray/goflyway账号，搭建教程","","19881","4385","2018-12-01T12:14:31Z"
"requirejs / requirejs","https://github.com/requirejs/requirejs","A file and module loader for JavaScript","JavaScript","12428","2354","2019-10-03T07:03:28Z"
"iluwatar / java-design-patterns","https://github.com/iluwatar/java-design-patterns","Design patterns implemented in Java","Java","54673","17644","2020-01-09T09:23:36Z"
"sarfraznawaz2005 / visitlog","https://github.com/sarfraznawaz2005/visitlog","⏰ Laravel package to log visitor information into database.","PHP","55","20","2019-11-05T18:55:23Z"
"sarfraznawaz2005 / BloggerCMS","https://github.com/sarfraznawaz2005/BloggerCMS","✏️ An static blog generator made in PHP","JavaScript","27","10","2016-09-14T19:48:15Z"
"jashkenas / underscore","https://github.com/jashkenas/underscore","JavaScript's utility _ belt","JavaScript","25123","5465","2020-01-07T22:05:49Z"
"tastejs / todomvc","https://github.com/tastejs/todomvc","Helping you select an MV* framework - Todo apps for React.js, Ember.js, Angular, and many more","JavaScript","26151","13662","2019-12-18T19:18:29Z"
"ionic-team / ionic","https://github.com/ionic-team/ionic","Build amazing Native and Progressive Web Apps with web technologies. One app running on everything 🎉","TypeScript","39978","13149","2020-01-09T03:36:36Z"
"MrRio / jsPDF","https://github.com/MrRio/jsPDF","Client-side JavaScript PDF generation for everyone.","JavaScript","18317","3438","2020-01-08T18:14:07Z"
"getnikola / nikola","https://github.com/getnikola/nikola","A static website and blog generator","Python","1821","371","2020-01-04T17:13:40Z"
"luxux / spider","https://github.com/luxux/spider","简简单单spider","Python","90","33","2018-11-12T05:44:13Z"
"Dogfalo / materialize","https://github.com/Dogfalo/materialize","Materialize, a CSS Framework based on Material Design","JavaScript","36988","4836","2020-01-06T21:31:22Z"
"ecmadao / hacknical","https://github.com/ecmadao/hacknical","Hacknical, hacker & technical. A website for GitHub user to make a better resume.","JavaScript","1326","111","2020-01-07T02:56:56Z"
"liubin / promises-book","https://github.com/liubin/promises-book","JavaScript Promise迷你书","JavaScript","2002","456","2019-09-06T02:21:28Z"
"mishoo / UglifyJS2","https://github.com/mishoo/UglifyJS2","JavaScript parser / mangler / compressor / beautifier toolkit","JavaScript","10500","1108","2020-01-08T12:44:05Z"
"yui / yuicompressor","https://github.com/yui/yuicompressor","YUI Compressor","Java","2846","659","2019-07-31T18:24:05Z"
"zkoss / zk","https://github.com/zkoss/zk","ZK is a highly productive Java framework for building amazing enterprise web and mobile applications","Java","297","167","2020-01-09T12:08:53Z"
"lrsjng / h5ai","https://github.com/lrsjng/h5ai","HTTP web server index for Apache httpd, lighttpd and nginx.","JavaScript","3642","458","2020-01-03T19:39:22Z"
"microsoft / api-guidelines","https://github.com/microsoft/api-guidelines","Microsoft REST API Guidelines","","13739","1598","2019-12-02T22:26:46Z"
"loverajoel / jstips","https://github.com/loverajoel/jstips","This is about useful JS tips!","","11126","702","2019-11-27T15:50:20Z"
"JChehe / blog","https://github.com/JChehe/blog","🌈 原创&翻译 🌈","","459","72","2019-12-20T04:27:44Z"
"jashkenas / backbone","https://github.com/jashkenas/backbone","Give your JS App some Backbone with Models, Views, Collections, and Events","JavaScript","27598","5677","2019-12-13T19:41:38Z"
"lets-blade / blade","https://github.com/lets-blade/blade","🚀 Lightning fast and elegant mvc framework for Java8","Java","5135","1075","2019-12-07T16:45:18Z"
"AlloyTeam / PhyTouch","https://github.com/AlloyTeam/PhyTouch","Smooth scrolling, rotation, pull to refresh, page transition and any motion for the web - 丝般顺滑的触摸运动方案","JavaScript","2623","530","2020-01-06T02:17:11Z"
"waylau / git-for-win","https://github.com/waylau/git-for-win","Git for Windows. 国内直接从官网下载比较困难，需要翻墙。这里提供一个国内的下载站，方便网友下载","","1670","332","2019-12-22T13:32:47Z"
"babel / website","https://github.com/babel/website","🌐 The Babel documentation website","JavaScript","565","970","2020-01-08T09:26:25Z"
"cakephp / cakephp","https://github.com/cakephp/cakephp","CakePHP: The Rapid Development Framework for PHP - Official Repository","PHP","8078","3439","2020-01-09T12:17:22Z"
"rgrove / rawgit","https://github.com/rgrove/rawgit","Served files from raw.githubusercontent.com, but with the correct content types.","JavaScript","2280","425","2019-07-14T09:23:48Z"
"fex-team / styleguide","https://github.com/fex-team/styleguide","文档与源码编写风格","","2083","763","2018-10-10T06:26:50Z"
"PrismJS / prism","https://github.com/PrismJS/prism","Lightweight, robust, elegant syntax highlighting.","JavaScript","7523","889","2020-01-09T09:21:03Z"
"cnvs / canvas","https://github.com/cnvs/canvas","A Laravel publishing platform","PHP","2000","335","2020-01-07T23:17:49Z"
"BlackrockDigital / startbootstrap-clean-blog","https://github.com/BlackrockDigital/startbootstrap-clean-blog","A clean Bootstrap blog theme created by Start Bootstrap","JavaScript","1298","1252","2019-12-25T13:27:46Z"
"tianzhijiexian / Android-Best-Practices","https://github.com/tianzhijiexian/Android-Best-Practices","Android最佳实践示例","","3172","476","2019-01-08T07:16:20Z"
"poole / hyde","https://github.com/poole/hyde","A brazen two-column theme for Jekyll.","CSS","2694","2731","2019-12-31T15:02:56Z"
"zhangyachen / zhangyachen.github.io","https://github.com/zhangyachen/zhangyachen.github.io","zhangyachen's blog","JavaScript","217","28","2019-04-30T04:08:58Z"
"aramk / crayon-syntax-highlighter","https://github.com/aramk/crayon-syntax-highlighter","Syntax Highlighter supporting multiple languages, themes, fonts, highlighting from a URL, local file or post text.","PHP","1037","231","2019-12-04T17:50:13Z"
"babel / babel","https://github.com/babel/babel","🐠 Babel is a compiler for writing next generation JavaScript.","JavaScript","35498","4038","2020-01-09T11:43:26Z"
"highlightjs / highlight.js","https://github.com/highlightjs/highlight.js","Javascript syntax highlighter","JavaScript","15542","2664","2020-01-09T00:50:42Z"
"ruanyf / document-style-guide","https://github.com/ruanyf/document-style-guide","中文技术文档的写作规范","","5769","1380","2019-12-27T11:09:38Z"
"google / styleguide","https://github.com/google/styleguide","Style guides for Google-originated open-source projects","HTML","22951","8221","2020-01-06T22:57:33Z"
"ruby-china / homeland","https://github.com/ruby-china/homeland","🎪 Open source discussion website.","Ruby","2994","1097","2020-01-07T07:37:59Z"
"judasn / IntelliJ-IDEA-Tutorial","https://github.com/judasn/IntelliJ-IDEA-Tutorial","IntelliJ IDEA 简体中文专题教程","","14745","6322","2020-01-09T08:12:17Z"
"Gaohaoyang / gaohaoyang.github.io","https://github.com/Gaohaoyang/gaohaoyang.github.io","blog & blog theme🤘","CSS","1577","1806","2019-10-08T02:53:55Z"
"brianway / springmvc-mybatis-learning","https://github.com/brianway/springmvc-mybatis-learning","SpringMVC 和 MyBatis 学习笔记，搭配示例，主要讲解一些基础的概念、用法和配置","Java","2329","1026","2019-05-14T08:54:17Z"
"d3 / d3","https://github.com/d3/d3","Bring data to life with SVG, Canvas and HTML. 📊📈🎉","JavaScript","89464","21707","2020-01-07T04:17:29Z"
"airbnb / javascript","https://github.com/airbnb/javascript","JavaScript Style Guide","JavaScript","91693","17801","2020-01-05T06:33:49Z"
"kazuhikoarase / qrcode-generator","https://github.com/kazuhikoarase/qrcode-generator","QR Code Generator implementation in JavaScript, Java and more.","TypeScript","1235","443","2020-01-03T12:05:02Z"
"overtrue / blog","https://github.com/overtrue/blog","安正超博客","CSS","72","37","2020-01-03T02:49:04Z"
"AllThingsSmitty / css-protips","https://github.com/AllThingsSmitty/css-protips","A collection of tips to help take your CSS skills pro","","14202","1046","2019-10-30T15:52:11Z"
"shihyu / python_ebook","https://github.com/shihyu/python_ebook","","HTML","945","501","2017-06-16T19:17:44Z"
"matomo-org / matomo","https://github.com/matomo-org/matomo","Liberating Web Analytics. Star us on Github? +1. Matomo is the leading open alternative to Google Analytics that gives you full control over your data. Matomo lets you easily collect data from webs…","PHP","12548","1933","2020-01-09T03:56:51Z"
"google / recaptcha","https://github.com/google/recaptcha","PHP client library for reCAPTCHA, a free service to protect your website from spam and abuse.","PHP","2668","693","2020-01-06T09:55:21Z"
"fancyapps / fancybox","https://github.com/fancyapps/fancybox","jQuery lightbox script for displaying images, videos and more. Touch enabled, responsive and fully customizable.","JavaScript","6542","1622","2019-10-02T00:26:58Z"
"adobe-fonts / source-code-pro","https://github.com/adobe-fonts/source-code-pro","Monospaced font family for user interface and coding environments","CSS","15666","1353","2019-10-04T17:33:56Z"
"johno / pixyll","https://github.com/johno/pixyll","A simple, beautiful Jekyll theme that's mobile first","CSS","1827","1339","2019-09-04T08:16:57Z"
"php-fig / fig-standards","https://github.com/php-fig/fig-standards","Standards either proposed or approved by the Framework Interop Group","","11651","2856","2020-01-03T12:03:24Z"
"pinceladasdaweb / Static-Site-Generators","https://github.com/pinceladasdaweb/Static-Site-Generators","A definitive list of tools for generating static websites.","","531","96","2019-12-27T12:03:58Z"
"bcit-ci / CodeIgniter","https://github.com/bcit-ci/CodeIgniter","Open Source PHP Framework (originally from EllisLab)","PHP","17858","7817","2020-01-08T17:07:00Z"
"jhy / jsoup","https://github.com/jhy/jsoup","jsoup: Java HTML Parser, with best of DOM, CSS, and jquery","Java","7610","1730","2020-01-01T17:12:47Z"
"nimojs / github-comments","https://github.com/nimojs/github-comments","利用 github issues 生成网页评论框","CSS","44","9","2019-11-02T14:30:12Z"
"fex-team / webuploader","https://github.com/fex-team/webuploader","It's a new file uploader solution!","JavaScript","7157","2276","2019-12-10T05:09:06Z"
"getpelican / pelican","https://github.com/getpelican/pelican","Static site generator that supports Markdown and reST syntax. Powered by Python.","Python","9351","1618","2019-12-28T14:10:43Z"
"google / code-prettify","https://github.com/google/code-prettify","An embeddable script that makes source-code snippets in HTML prettier.","JavaScript","5160","853","2020-01-07T16:31:11Z"
"Yixiaohan / codeparkshare","https://github.com/Yixiaohan/codeparkshare","Python初学者（零基础学习Python、Python入门）书籍、视频、资料、社区推荐","","3680","1220","2019-01-14T07:50:30Z"
"isnowfy / simple","https://github.com/isnowfy/simple","A static blog generator with a single static page","JavaScript","886","661","2019-10-25T05:48:39Z"
"infews / keydown","https://github.com/infews/keydown","An HTML5 presentation builder","JavaScript","520","70","2017-09-24T11:03:20Z"
"isnowfy / pydown","https://github.com/isnowfy/pydown","An HTML5 presentation builder written by python","Python","698","76","2017-04-17T03:26:03Z"
"davidshimjs / qrcodejs","https://github.com/davidshimjs/qrcodejs","Cross-browser QRCode generator for javascript","JavaScript","8206","2900","2020-01-08T01:40:06Z"
"twitter / twemoji","https://github.com/twitter/twemoji","Emoji for everyone. https://twemoji.twitter.com/","HTML","10659","1223","2019-11-15T01:12:44Z"
"maicong / LNMP","https://github.com/maicong/LNMP","Support: Nginx 1.12/1.13 + MySQL 5.5/5.6/5.7/8.0(MariaDB 5.5/10.0/10.1/10.2/10.3) + PHP 5.4/5.5/5.6/7.0/7.1/7.2 + phpMyAdmin(Adminer)","Shell","266","96","2018-04-20T03:53:20Z"
"taobao / nginx-book","https://github.com/taobao/nginx-book","Nginx开发从入门到精通","Python","5590","1829","2018-03-28T08:00:15Z"
"pythonpeixun / article","https://github.com/pythonpeixun/article","article by me","JavaScript","662","259","2019-09-10T11:15:46Z"
"ethan-funny / explore-python","https://github.com/ethan-funny/explore-python","📗 The Beauty of Python Programming.","Python","1356","275","2019-04-14T06:58:00Z"
"google / closure-compiler","https://github.com/google/closure-compiler","A JavaScript checker and optimizer.","Java","5286","964","2020-01-08T23:32:25Z"
"XX-net / XX-Net","https://github.com/XX-net/XX-Net","a web proxy tool","Python","29214","7790","2020-01-05T07:37:32Z"
"gogs / gogs","https://github.com/gogs/gogs","Gogs is a painless self-hosted Git service","Go","33001","3860","2020-01-04T17:15:09Z"
"VincentGarreau / particles.js","https://github.com/VincentGarreau/particles.js","A lightweight JavaScript library for creating particles","JavaScript","20718","3578","2019-12-19T15:24:30Z"
"jcc / vue-laravel-example","https://github.com/jcc/vue-laravel-example","⚡ Vue - Laravel - Example is a simple example to set Vue with Laravel.","PHP","161","39","2017-06-25T08:46:53Z"
"jcc / blog","https://github.com/jcc/blog","🌟 PJ Blog is an open source blog built with Laravel and Vue.js.","PHP","2541","666","2019-12-03T07:09:50Z"
"doggy8088 / Learn-Git-in-30-days","https://github.com/doggy8088/Learn-Git-in-30-days","這是 Will 保哥在 2013 第 6 屆 iT 邦幫忙鐵人賽年度大獎的得獎著作【30 天精通 Git 版本控管】，歡迎大家 fork 我，如果有看見任何文字勘誤，也歡迎利用 pull request 來通知我修正，謝謝！","","2126","1551","2019-07-21T16:45:02Z"
"yzalis / Identicon","https://github.com/yzalis/Identicon","Generate awesome and unique identicons with beautiful colors","PHP","550","93","2019-12-17T16:33:30Z"
"AlloyTeam / CodeGuide","https://github.com/AlloyTeam/CodeGuide","Alloyteam代码规范","HTML","1000","289","2019-06-05T07:03:49Z"
"adam-p / markdown-here","https://github.com/adam-p/markdown-here","Google Chrome, Firefox, and Thunderbird extension that lets you write email in Markdown and render it before sending.","JavaScript","42900","7532","2019-12-09T21:50:02Z"
"redzder / laravel-sitemap","https://github.com/redzder/laravel-sitemap","","PHP","1135","158","2018-09-05T06:35:10Z"
"summerblue / news.laravel-china.org","https://github.com/summerblue/news.laravel-china.org","Source Code of the https://news.laravel-china.org/ website, build on top of Laravel 5.1. Laravel 资讯网站源代码，使用 Laravel 5.1 构建","PHP","356","125","2018-09-16T10:49:56Z"
"o2team / guide","https://github.com/o2team/guide","O2前端规范文档","JavaScript","274","116","2018-06-04T09:35:29Z"
"YixuanFranco / yixuanfranco.github.io","https://github.com/YixuanFranco/yixuanfranco.github.io","极客绿呀极客绿. 模板是抄的, 但 theme + 配色, 还有很多细节是俺一个个调的. 如果遇到 bug, 欢迎来报. 么么哒.","CSS","10","6","2019-04-03T09:34:06Z"
"formspree / formspree","https://github.com/formspree/formspree","Easy HTML form without PHP or JavaScript","Python","2577","214","2019-11-13T17:27:05Z"
"gitscrum-ce / laravel-gitscrum","https://github.com/gitscrum-ce/laravel-gitscrum","Simple and Robust solution to manage your software development project","PHP","2521","646","2018-11-16T17:21:36Z"
"SoftEtherVPN / SoftEtherVPN","https://github.com/SoftEtherVPN/SoftEtherVPN","Cross-platform multi-protocol VPN software. Pull requests are welcome. The stable version is available at https://github.com/SoftEtherVPN/SoftEtherVPN_Stable.","C","6384","1722","2020-01-01T12:53:29Z"
"jinlong / jinlong.github.com","https://github.com/jinlong/jinlong.github.com","My blog - 存放一些原创和翻译的技术文章","HTML","20","1","2019-04-29T03:28:43Z"
"ruanyf / jstraining","https://github.com/ruanyf/jstraining","全栈工程师培训材料","","17055","4563","2019-11-11T21:32:33Z"
"Yikun / yikun.github.com","https://github.com/Yikun/yikun.github.com","Yikun's Blog","HTML","46","15","2019-02-20T16:27:56Z"
"ruanyf / jstutorial","https://github.com/ruanyf/jstutorial","Javascript tutorial book","CSS","5272","1350","2019-12-04T05:22:40Z"
"jfinal / jfinal","https://github.com/jfinal/jfinal","JAVA WEB + ORM Framework","Java","3021","1357","2019-12-25T15:44:03Z"
"evilcos / crawlers","https://github.com/evilcos/crawlers","Some crawlers u know it:-)","Python","332","160","2016-11-30T06:07:30Z"
"qiwsir / ITArticles","https://github.com/qiwsir/ITArticles","","Python","1843","749","2018-02-10T13:15:21Z"
"mapbox / mapbox-gl-js","https://github.com/mapbox/mapbox-gl-js","Interactive, thoroughly customizable maps in the browser, powered by vector tiles and WebGL","JavaScript","5563","1278","2020-01-09T03:21:53Z"
"googlefonts / noto-fonts","https://github.com/googlefonts/noto-fonts","Noto fonts, except for CJK and emoji","","1731","144","2020-01-08T16:37:28Z"
"jglovier / jglovier.github.io","https://github.com/jglovier/jglovier.github.io","📓 Source for joelglovier.com. Built with Jekyll and hosted on GitHub Pages.","HTML","91","34","2020-01-03T09:59:44Z"
